"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","left","promotion_last_5years","salary.f","dummy_sales","dummy_accounting","dummy_hr","dummy_technical","dummy_support","dummy_management","dummy_IT","dummy_product_mng","dummy_marketing","dummy_RandD"
"1204",0.42,0.97,6,259,4,0,1,0,3,0,0,0,0,0,1,0,0,0,0
"1205",0.43,0.56,2,158,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"1206",0.09,0.84,7,307,4,0,1,0,2,0,0,0,0,0,0,1,0,0,0
"1207",0.44,0.53,2,152,3,0,1,0,2,0,0,0,0,0,0,1,0,0,0
"1208",0.81,0.98,5,237,5,0,1,0,2,0,0,0,0,0,0,1,0,0,0
"1209",0.1,0.79,7,284,4,0,1,0,2,0,0,0,0,0,0,1,0,0,0
"1210",0.1,0.93,6,243,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"1211",0.11,0.83,6,268,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"1212",0.09,0.77,6,244,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"1213",0.75,0.83,5,262,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"1214",0.38,0.55,2,134,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"1215",0.09,0.87,7,278,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"1216",0.74,0.97,5,238,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"1217",0.44,0.56,2,127,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"1218",0.76,0.95,4,259,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"1219",0.42,0.56,2,146,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"1220",0.75,1,4,243,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"1221",0.36,0.52,2,137,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"1222",0.75,0.93,5,229,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1223",0.4,0.46,2,134,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"1224",0.75,0.89,4,228,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1225",0.09,0.84,6,301,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1226",0.39,0.46,2,127,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"1227",0.4,0.48,2,142,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"1228",0.39,0.54,2,131,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"1229",0.1,0.85,7,310,5,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"1230",0.42,0.55,2,148,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1231",0.37,0.52,2,143,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1232",0.11,0.98,6,250,4,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1233",0.09,0.88,7,265,4,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1234",0.41,0.54,2,152,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1235",0.42,0.49,2,145,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1236",0.4,0.49,2,140,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1237",0.36,0.47,2,129,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1238",0.74,0.9,4,226,5,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1239",0.66,1,5,269,5,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1240",0.38,0.47,2,152,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1241",0.43,0.51,2,132,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1242",0.43,0.53,2,148,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1243",0.1,0.85,6,297,5,0,1,0,3,1,0,0,0,0,0,0,0,0,0
"1244",0.82,0.85,4,274,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1245",0.1,0.77,6,280,4,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1246",0.1,0.93,6,288,4,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1247",0.43,0.49,2,155,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1248",0.09,0.94,7,247,4,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1249",0.41,0.54,2,138,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"1250",0.1,0.82,7,284,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"1251",0.88,0.92,4,225,5,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"1252",0.43,0.57,2,151,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0
"1253",0.42,0.5,2,155,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"1254",0.85,1,4,234,5,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"1255",0.38,0.49,2,144,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"1256",0.39,0.47,2,142,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1257",0.41,0.48,2,126,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1258",0.88,0.92,4,233,6,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1259",0.78,0.96,4,241,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1260",0.45,0.48,2,138,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1261",0.09,0.95,6,260,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0
"1262",0.44,0.56,2,145,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1263",0.11,0.84,6,252,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1264",0.36,0.51,2,143,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1265",0.86,0.98,4,270,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1266",0.1,0.92,6,285,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1267",0.45,0.53,2,149,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1268",0.42,0.53,2,158,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1269",0.36,0.55,2,134,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1270",0.45,0.55,2,129,3,0,1,0,2,0,0,0,0,1,0,0,0,0,0
"1271",0.38,0.57,2,131,3,0,1,0,2,0,0,0,0,1,0,0,0,0,0
"1272",0.11,0.97,6,288,4,0,1,0,2,0,0,0,0,1,0,0,0,0,0
"1273",0.45,0.46,2,142,3,0,1,0,2,0,0,0,0,1,0,0,0,0,0
"1274",0.87,0.95,5,227,5,0,1,0,2,0,0,0,0,1,0,0,0,0,0
"1275",0.45,0.53,2,131,3,0,1,0,2,0,0,0,0,1,0,0,0,0,0
"1276",0.1,0.83,6,283,5,0,1,0,2,0,0,0,0,1,0,0,0,0,0
"1277",0.44,0.54,2,139,3,0,1,0,2,0,0,0,0,1,0,0,0,0,0
"1278",0.78,1,4,267,5,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"1279",0.38,0.56,2,148,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"1280",0.85,0.84,5,272,6,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"1281",0.36,0.48,2,148,3,1,1,0,2,0,0,0,0,0,1,0,0,0,0
"1282",0.75,0.88,5,270,5,0,1,0,3,0,0,0,0,0,0,1,0,0,0
"1283",0.81,0.81,4,218,5,1,1,0,1,0,0,0,0,0,0,1,0,0,0
"1284",0.4,0.55,2,150,3,0,1,0,2,0,0,0,0,0,0,1,0,0,0
"1285",0.83,0.83,5,260,5,0,1,0,2,0,0,0,0,0,0,1,0,0,0
"1286",0.41,0.52,2,127,3,0,1,0,2,0,0,0,0,0,0,1,0,0,0
"1287",0.42,0.57,2,134,3,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"1288",0.09,0.83,7,258,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"1289",0.87,0.81,5,304,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"1290",0.43,0.56,6,149,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"1291",0.39,0.51,2,139,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"1292",0.1,0.9,6,272,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"1293",0.41,0.52,2,132,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"1294",0.72,1,2,240,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"1295",0.44,0.55,2,137,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"1296",0.38,0.5,2,139,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"1297",0.46,0.52,2,148,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"1298",0.4,0.49,2,149,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"1299",0.45,0.45,2,131,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1300",0.89,0.89,5,262,5,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"1301",0.1,0.97,7,284,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1302",0.46,0.48,2,161,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1303",0.09,0.78,7,290,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"1304",0.45,0.57,2,149,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"1305",0.89,0.98,4,242,6,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"1306",0.62,0.77,5,227,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"1307",0.11,0.93,6,276,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1308",0.44,0.5,2,135,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1309",0.09,0.94,6,266,4,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1310",0.56,0.75,5,236,2,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1311",0.77,0.89,4,270,5,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1312",0.39,0.49,2,146,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1313",0.1,0.92,5,272,4,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1314",0.72,0.85,5,246,5,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1315",0.4,0.52,2,136,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1316",0.11,0.81,6,260,4,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1317",0.88,1,5,247,5,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1318",0.37,0.51,2,127,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1319",0.11,0.96,6,267,4,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1320",0.4,0.52,2,143,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1321",0.1,0.86,6,306,4,0,1,0,3,1,0,0,0,0,0,0,0,0,0
"1322",0.62,0.89,3,131,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1323",0.78,0.86,4,249,5,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1324",0.37,0.52,2,144,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1325",0.76,0.82,4,254,5,1,1,0,2,1,0,0,0,0,0,0,0,0,0
"1326",0.42,0.53,2,131,3,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"1327",0.1,0.77,6,272,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"1328",0.42,0.47,2,157,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"1329",0.1,0.96,7,301,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"1330",0.1,0.81,6,252,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"1331",0.42,0.47,2,130,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"1332",0.09,0.86,6,297,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"1333",0.1,0.8,6,248,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1334",0.11,0.89,7,257,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1335",0.44,0.53,2,147,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1336",0.87,0.9,3,307,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1337",0.44,0.46,2,154,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1338",0.41,0.56,2,143,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1339",0.51,0.79,4,134,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1340",0.89,0.96,5,221,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1341",0.1,0.96,6,275,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1342",0.9,0.94,5,247,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1343",0.36,0.55,2,131,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1344",0.44,0.54,2,150,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1345",0.39,0.57,2,150,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1346",0.38,1,5,137,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1347",0.73,0.95,4,223,6,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1348",0.1,0.96,6,292,4,0,1,0,2,0,0,0,0,1,0,0,0,0,0
"1349",0.89,0.83,5,130,4,1,1,0,2,0,0,0,0,1,0,0,0,0,0
"1350",0.87,0.85,5,221,6,0,1,0,2,0,0,0,0,1,0,0,0,0,0
"1351",0.84,0.89,4,245,5,1,1,0,2,0,0,0,0,1,0,0,0,0,0
"1352",0.11,0.77,6,274,4,0,1,0,2,0,0,0,0,1,0,0,0,0,0
"1353",0.74,1,5,248,5,0,1,0,2,0,0,0,0,1,0,0,0,0,0
"1354",0.79,0.97,4,243,5,0,1,0,2,0,0,0,0,1,0,0,0,0,0
"1355",0.1,0.92,7,273,4,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"1356",0.83,0.95,5,221,5,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"1357",0.1,0.79,6,271,4,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"1358",0.45,0.5,2,157,3,0,1,0,2,0,0,0,0,0,1,0,0,0,0
"1359",0.29,0.48,2,249,4,0,1,0,2,0,0,0,0,0,0,1,0,0,0
"1360",0.46,0.46,2,145,3,0,1,0,3,0,0,0,0,0,0,1,0,0,0
"1361",0.11,0.83,6,262,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"1362",0.75,0.89,5,272,5,0,1,0,2,0,0,0,0,0,0,1,0,0,0
"1363",0.4,0.5,2,129,3,0,1,0,2,0,0,0,0,0,0,1,0,0,0
"1364",0.37,0.46,2,134,3,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"1365",0.41,0.52,2,147,3,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"1366",0.1,0.83,6,293,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"1367",0.39,0.52,2,129,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"1368",0.4,0.45,2,140,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"1369",0.41,0.52,2,132,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"1370",0.11,0.89,6,284,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"1371",0.74,0.99,5,263,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"1372",0.42,0.46,2,143,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"1373",0.88,0.88,4,265,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"1374",0.37,0.53,2,147,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"1375",0.78,0.81,4,253,5,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"1376",0.46,0.5,2,141,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1377",0.74,1,5,222,6,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"1378",0.11,0.86,6,273,4,1,1,0,1,0,0,0,0,1,0,0,0,0,0
"1379",0.8,0.87,5,240,6,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1380",0.37,0.48,2,154,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"1381",0.87,0.92,4,253,6,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"1382",0.9,0.84,5,221,5,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"1383",0.1,0.88,6,263,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"1384",0.43,0.46,2,145,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1385",0.11,0.91,6,279,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1386",0.4,0.46,2,146,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1387",0.09,0.93,7,270,4,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1388",0.4,0.5,2,135,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1389",0.14,0.7,5,236,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1390",0.4,0.49,2,151,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1391",0.11,0.79,6,244,4,1,1,0,2,1,0,0,0,0,0,0,0,0,0
"1392",0.72,1,4,169,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1393",0.39,0.57,2,157,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1394",0.82,0.93,4,246,5,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1395",0.41,0.52,2,142,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1396",0.45,0.51,2,156,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1397",0.2,0.7,6,281,5,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1398",0.43,0.53,2,146,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1399",0.39,0.55,2,156,3,0,1,0,3,1,0,0,0,0,0,0,0,0,0
"1400",0.11,0.86,6,299,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"1401",0.45,0.47,2,136,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1402",0.11,0.87,6,272,4,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1403",0.84,0.86,5,240,5,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"1404",0.86,0.96,5,245,6,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"1405",0.79,0.93,5,269,5,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"1406",0.39,0.57,2,130,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"1407",0.15,0.62,4,257,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"1408",0.81,1,4,241,5,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"1409",0.39,0.53,2,136,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"1410",0.92,0.94,4,219,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1411",0.9,0.98,5,271,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1412",0.32,0.6,2,280,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1413",0.46,0.46,2,140,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1414",0.83,0.98,4,254,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1415",0.39,0.47,2,131,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1416",0.2,0.9,6,138,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1417",0.11,0.85,6,295,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1418",0.11,0.96,6,301,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1419",0.1,0.95,7,296,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1420",0.75,0.87,5,246,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1421",0.44,0.57,2,145,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1422",0.86,0.93,5,241,5,1,1,0,1,0,0,0,0,1,0,0,0,0,0
"1423",0.1,0.82,6,269,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1424",0.39,0.49,2,146,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1425",0.45,0.48,2,149,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1426",0.1,0.94,7,287,4,0,1,0,2,0,0,0,0,1,0,0,0,0,0
"1427",0.36,0.55,2,138,3,0,1,0,2,0,0,0,0,1,0,0,0,0,0
"1428",0.57,0.61,4,158,5,0,1,0,2,0,0,0,0,1,0,0,0,0,0
"1429",0.09,0.87,6,266,4,0,1,0,2,0,0,0,0,1,0,0,0,0,0
"1430",0.87,0.91,4,255,5,0,1,0,2,0,0,0,0,1,0,0,0,0,0
"1431",0.43,0.52,2,156,3,0,1,0,2,0,0,0,0,1,0,0,0,0,0
"1432",0.36,0.5,2,147,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"1433",0.91,0.99,5,265,5,1,1,0,2,0,0,0,1,0,0,0,0,0,0
"1434",0.41,0.48,2,136,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"1435",0.37,0.52,2,140,3,0,1,0,2,0,0,0,0,0,1,0,0,0,0
"1436",0.43,0.45,2,146,3,0,1,0,2,0,0,0,0,0,0,1,0,0,0
"1437",0.43,0.57,2,142,3,0,1,0,2,0,0,0,0,0,0,1,0,0,0
"1438",0.4,0.53,2,155,3,0,1,0,3,0,0,0,0,0,0,1,0,0,0
"1439",0.1,0.89,7,285,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"1440",0.76,0.99,4,253,5,1,1,0,2,0,0,0,0,0,0,1,0,0,0
"1441",0.82,0.93,4,248,5,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"1442",0.11,0.83,7,255,5,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"1443",0.43,0.52,2,154,3,1,1,0,2,0,0,0,0,0,0,0,1,0,0
"1444",0.11,0.88,7,305,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"1445",0.41,0.48,2,141,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"1446",0.73,0.87,5,252,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"1447",0.37,0.57,2,157,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"1448",0.11,0.89,6,250,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"1449",0.46,0.52,2,131,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"1450",0.41,0.5,2,149,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"1451",0.78,0.78,4,260,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"1452",0.78,0.86,5,260,6,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"1453",0.72,0.86,5,251,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1454",0.63,0.83,6,242,5,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"1455",0.55,1,6,136,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1456",0.45,0.55,2,155,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1457",0.39,0.51,2,155,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"1458",0.1,0.81,6,248,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"1459",0.4,0.5,2,136,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"1460",0.39,0.54,2,133,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"1461",0.78,0.45,4,128,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1462",0.42,0.53,2,142,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1463",0.39,0.54,2,149,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1464",0.46,0.57,2,145,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1465",0.1,0.92,6,279,4,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1466",0.45,0.47,2,146,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1467",0.1,0.83,6,264,4,1,1,0,2,1,0,0,0,0,0,0,0,0,0
"1468",0.1,0.89,7,272,4,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1469",0.78,0.86,5,256,5,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1470",0.4,0.65,2,296,5,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1471",0.45,0.51,2,155,3,1,1,0,2,1,0,0,0,0,0,0,0,0,0
"1472",0.39,0.56,2,130,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1473",0.43,0.48,2,157,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1474",0.09,0.96,6,245,4,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1475",0.79,0.86,5,226,5,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1476",0.44,0.47,2,156,3,1,1,0,2,1,0,0,0,0,0,0,0,0,0
"1477",0.79,0.95,5,228,5,0,1,0,3,1,0,0,0,0,0,0,0,0,0
"1478",0.38,0.46,2,155,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1479",0.36,0.56,2,159,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"1480",0.39,0.57,2,142,3,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"1481",0.09,0.93,6,271,4,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"1482",0.16,0.65,4,277,5,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"1483",0.09,0.77,6,310,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"1484",0.11,0.87,6,254,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"1485",0.44,0.56,2,142,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"1486",0.11,0.88,7,253,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"1487",0.11,0.97,6,260,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1488",0.45,0.52,2,147,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1489",0.1,0.96,7,288,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1490",0.4,0.46,2,160,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1491",0.38,0.55,2,130,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1492",0.39,0.56,2,133,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1493",0.38,0.55,2,160,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1494",0.38,0.45,2,151,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1495",0.17,0.75,3,188,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1496",0.79,0.84,5,247,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1497",0.1,0.85,7,259,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1498",0.37,0.48,2,129,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1499",0.42,0.49,2,152,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1500",0.44,0.48,2,128,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1501",0.11,0.83,6,253,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1502",0.39,0.48,2,151,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1503",0.1,0.83,5,271,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1504",0.4,0.46,2,155,3,0,1,0,2,0,0,0,0,1,0,0,0,0,0
"1505",0.86,0.91,5,245,5,0,1,0,2,0,0,0,0,1,0,0,0,0,0
